date,time,open,high,low,close,volume
2026-04-30,03:00:00,75704.74,75865.12,75659.85,75828.64,50.19218
2026-04-30,03:15:00,75828.65,75897.39,75770.67,75893.97,47.77204
2026-04-30,03:30:00,75893.97,75987.84,75845.7,75949.04,46.14804
2026-04-30,03:45:00,75949.03,75994.26,75900.83,75928.1,38.01421
2026-04-30,04:00:00,75928.09,75963.92,75707.52,75792.03,116.13835
2026-04-30,04:15:00,75792.04,75801.1,75670.02,75683.43,47.88477
2026-04-30,04:30:00,75683.44,75687.21,75414.57,75426.62,150.80557
2026-04-30,04:45:00,75426.61,75534.65,75426.61,75497.0,112.14057
2026-04-30,05:00:00,75497.01,75627.33,75480.0,75611.77,91.33829
2026-04-30,05:15:00,75611.78,75626.08,75323.65,75429.05,97.95526
2026-04-30,05:30:00,75429.06,75750.0,75422.72,75707.4,232.95455
2026-04-30,05:45:00,75707.4,75743.5,75595.99,75600.09,69.46105
2026-04-30,06:00:00,75600.09,75682.19,75569.99,75594.9,127.6049
2026-04-30,06:15:00,75594.89,75696.32,75594.89,75676.0,45.03527
2026-04-30,06:30:00,75676.0,75867.9,75676.0,75744.04,140.61333
2026-04-30,06:45:00,75744.03,75786.34,75709.99,75753.53,58.89722
2026-04-30,07:00:00,75753.54,75849.69,75718.5,75806.02,82.31333
2026-04-30,07:15:00,75806.01,75893.58,75782.56,75884.53,61.82489
2026-04-30,07:30:00,75884.54,76082.97,75884.53,76075.28,209.12608
2026-04-30,07:45:00,76075.29,76179.91,76068.23,76161.67,163.48753
2026-04-30,08:00:00,76161.67,76208.92,76076.06,76092.07,81.00347
2026-04-30,08:15:00,76092.07,76163.25,76019.57,76075.92,120.42175
2026-04-30,08:30:00,76075.92,76144.16,76050.0,76135.0,61.82443
2026-04-30,08:45:00,76135.0,76146.75,76058.16,76058.17,87.69606
2026-04-30,09:00:00,76058.17,76097.85,76019.57,76077.09,133.75995
2026-04-30,09:15:00,76077.09,76220.2,76012.6,76216.77,113.59306
2026-04-30,09:30:00,76216.77,76339.38,76079.81,76079.81,122.93379
2026-04-30,09:45:00,76079.82,76196.31,76075.69,76097.19,74.72377
2026-04-30,10:00:00,76097.19,76163.52,76036.79,76036.8,63.52607
2026-04-30,10:15:00,76036.8,76069.11,75974.93,75974.94,85.96033
2026-04-30,10:30:00,75974.94,76119.19,75974.94,76043.02,139.7879
2026-04-30,10:45:00,76043.02,76069.11,75999.9,76028.66,75.91289
2026-04-30,11:00:00,76028.66,76244.36,76028.66,76150.47,148.99381
2026-04-30,11:15:00,76150.48,76191.45,76093.11,76109.21,72.67019
2026-04-30,11:30:00,76109.21,76140.33,75910.44,75929.48,166.40838
2026-04-30,11:45:00,75929.48,76085.62,75876.29,76059.43,162.81429
2026-04-30,12:00:00,76059.42,76169.55,76042.75,76146.61,89.19657
2026-04-30,12:15:00,76146.61,76500.0,76141.11,76344.23,804.45278
2026-04-30,12:30:00,76344.23,76511.22,76255.01,76255.01,510.52755
2026-04-30,12:45:00,76255.01,76420.0,76254.0,76308.48,116.40304
2026-04-30,13:00:00,76308.48,76367.65,76270.94,76315.8,126.29483
2026-04-30,13:15:00,76315.8,76347.63,76159.45,76186.63,96.3575
2026-04-30,13:30:00,76186.63,76644.44,76116.2,76638.04,393.46769
2026-04-30,13:45:00,76638.04,76669.14,76412.0,76420.44,311.0462
2026-04-30,14:00:00,76420.45,76597.51,76278.04,76360.52,238.03962
2026-04-30,14:15:00,76360.52,76368.16,76093.81,76354.2,196.31896
2026-04-30,14:30:00,76354.2,76557.97,76216.89,76346.36,132.66563
2026-04-30,14:45:00,76346.0,76470.99,76272.19,76301.24,116.72891
2026-04-30,15:00:00,76301.25,76439.32,76163.16,76424.65,123.94692
2026-04-30,15:15:00,76424.66,76500.0,76370.4,76500.0,55.5906
2026-04-30,15:30:00,76500.0,76653.6,76378.0,76465.74,125.6661
2026-04-30,15:45:00,76465.74,76529.14,76331.34,76473.6,69.49676
2026-04-30,16:00:00,76473.6,76484.6,76362.59,76473.61,54.53985
2026-04-30,16:15:00,76473.6,76473.61,76300.0,76355.18,37.56295
2026-04-30,16:30:00,76355.19,76419.55,76325.14,76342.62,28.25056
2026-04-30,16:45:00,76342.62,76376.85,76228.27,76261.03,45.09705
2026-04-30,17:00:00,76261.04,76328.71,76214.46,76224.25,77.00839
2026-04-30,17:15:00,76224.26,76224.26,76111.0,76143.12,98.04445
2026-04-30,17:30:00,76143.12,76263.45,76143.12,76160.87,57.2247
2026-04-30,17:45:00,76160.86,76300.2,76160.86,76250.01,41.54525
2026-04-30,18:00:00,76250.0,76372.28,76246.0,76269.6,50.19296
2026-04-30,18:15:00,76269.6,76468.84,76268.65,76281.25,51.88228
2026-04-30,18:30:00,76281.26,76404.83,76204.4,76398.64,48.92583
2026-04-30,18:45:00,76398.64,76468.27,76350.0,76350.0,33.1546
2026-04-30,19:00:00,76350.0,76482.61,76308.33,76451.53,65.19024
2026-04-30,19:15:00,76451.53,76511.48,76425.96,76471.71,74.1331
2026-04-30,19:30:00,76471.7,76514.8,76418.46,76443.27,98.2852
2026-04-30,19:45:00,76443.27,76459.56,76377.14,76412.8,69.92922
2026-04-30,20:00:00,76412.8,76472.97,76358.18,76447.85,47.89706
2026-04-30,20:15:00,76447.86,76564.0,76318.31,76476.42,111.77384
2026-04-30,20:30:00,76476.42,76550.96,76452.29,76521.21,60.93151
2026-04-30,20:45:00,76521.21,76568.9,76492.45,76492.46,66.4648
2026-04-30,21:00:00,76492.45,76535.42,76452.42,76494.59,44.30122
2026-04-30,21:15:00,76494.58,76494.59,76323.04,76337.5,31.19845
2026-04-30,21:30:00,76337.5,76458.0,76337.5,76390.41,31.4519
2026-04-30,21:45:00,76390.41,76390.41,76240.78,76241.78,76.13012
