,open,high,low,close,volume,atr,ob_formed,ob_direction,entry_quality,qmp_fast,qmp_slow,qmp_macd,qmp_line,qmp_hist,qqe_rsi,qqe_rsi_ma,qqe_dar,qqe_momentum,signal_alignment
2026-04-27 17:30:00,76832.66,76990.43,76763.71,76867.32,259.45403,302.34428571428515,False,none,0.0,76664.82015590815,76895.74908800819,-230.92893210003967,-323.77973862928525,92.85080652924557,40.401997204876565,40.401997204876565,23.94875134747366,2.1033903006670798,1.0
2026-04-27 17:45:00,76867.32,76890.08,76700.0,76743.24,135.97695,309.36071428571347,False,none,0.0,76648.51252162905,76850.23207155171,-201.71954992266546,-289.82082820597554,88.10127828331008,35.456740109164926,35.456740109164926,23.668394015073932,-4.945257095711639,-1.0
2026-04-27 18:00:00,76743.23,76811.93,76676.43,76750.66,142.00644,292.5707142857136,False,none,0.0,76641.18616758002,76811.68005019163,-170.4938826116122,-253.32183417174582,82.82795156013361,35.992182959604165,35.992182959604165,23.30851604486578,0.5354428504392388,1.0
2026-04-27 18:15:00,76750.66,76841.02,76668.52,76694.97,65.04858,271.16428571428486,False,none,0.0,76622.71449000455,76770.3482894909,-147.63379948634247,-218.41973000233634,70.78593051599387,33.601170221879,33.601170221879,22.9153966668284,-2.3910127377251627,-1.0
2026-04-27 18:30:00,76694.97,76767.71,76676.0,76767.7,71.14408,240.46785714285733,False,none,0.0,76631.85643706578,76744.87511583393,-113.01867876814504,-180.78950265472346,67.77082388657843,39.59086429038811,39.59086429038811,22.555365159636672,5.98969406850911,1.0
2026-04-27 18:45:00,76767.71,76890.99,76729.24,76834.06,83.77421,194.07214285714352,False,none,0.0,76660.46489769386,76732.6282104856,-72.16331279174483,-139.287392445284,67.12407965353918,44.78470197129649,44.78470197129649,22.21228481489462,5.193837680908381,1.0
2026-04-27 19:00:00,76834.05,76889.74,76732.7,76879.77,63.82975,186.4564285714296,False,none,0.0,76698.03936009164,76729.20605865479,-31.166698563145474,-95.28229760280539,64.11559903965991,48.28495506340411,48.28495506340411,21.858539266597408,3.50025309210762,1.0
2026-04-27 19:15:00,76879.78,76894.7,76623.66,76623.66,115.70524,182.82428571428525,False,none,0.0,76656.50180097781,76690.5612999046,-34.05949892678473,-65.59582107294281,31.536322146158085,34.343871288519026,34.343871288519026,21.66101059898797,-13.941083774885087,-1.0
2026-04-27 19:30:00,76623.66,76782.19,76459.64,76782.18,311.54188,191.932857142857,False,none,0.0,76671.00800300928,76679.6772129108,-8.669209901519935,-36.19451915888911,27.525309257369173,45.47905857957741,45.47905857957741,21.552874731112038,11.135187291058386,1.0
2026-04-27 19:45:00,76782.18,76878.07,76763.55,76878.07,107.60316,189.8914285714293,False,none,0.0,76711.26041977716,76684.58807268755,26.672347089610412,-3.5537130467930638,30.226060136403476,51.20065768889575,51.20065768889575,21.438018910752795,5.7215991093183405,1.0
2026-04-27 20:00:00,76878.23,76994.23,76844.16,76895.84,99.13434,184.8771428571428,False,none,0.0,76749.07545379965,76692.39506180925,56.68039199040504,29.34834143469061,27.33205055571443,52.261686572635064,52.261686572635064,21.24743222679446,1.0610288837393114,1.0
2026-04-27 20:15:00,76895.84,76994.26,76895.84,76994.26,41.79906,181.82142857142856,False,none,0.0,76807.57744966666,76714.24530591602,93.33214375063835,64.69356895875276,28.63857479188559,58.036907516311885,58.036907516311885,21.06438936203965,5.775220943676821,1.0
2026-04-27 20:30:00,76994.26,77067.8,76956.72,76992.95,105.5021,176.0021428571428,False,none,0.0,76853.50994494028,76734.32791406839,119.18203087188886,97.76601692947813,21.41601394241073,57.93030015527537,57.93030015527537,20.804236794903176,-0.10660736103651658,-1.0
2026-04-27 20:45:00,76992.94,77003.81,76940.52,76960.43,64.37216,161.87642857142782,False,none,0.0,76880.46043102517,76748.32522331248,132.13520771269395,124.45216785112865,7.683039861565305,55.06086039648456,55.06086039648456,20.52058288033977,-2.8694397587908114,-1.0
2026-04-27 21:00:00,76960.43,76960.43,76829.01,76885.37,50.43772,155.0692857142858,False,none,0.0,76880.33029547588,76750.78132397681,129.548971499069,140.9075809985426,-11.358609499473602,48.69799956502671,48.69799956502671,20.269603402719554,-6.362860831457844,1.0
